image_path,true_label,pred_label,confidence,error_type
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0014979_downsampled.jpg,1,0,0.28847506642341614,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0014928_downsampled.jpg,1,0,0.3547016382217407,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0065022.jpg,1,0,0.37035688757896423,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0054206.jpg,1,0,0.39376962184906006,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0026506.jpg,1,0,0.4023905396461487,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0070105.jpg,1,0,0.4057306945323944,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0059976.jpg,1,0,0.4112105369567871,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0027573.jpg,1,0,0.41229432821273804,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0010011.jpg,1,0,0.4168064296245575,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0059219.jpg,1,0,0.42077645659446716,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0056600.jpg,1,0,0.4272403419017792,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0026296.jpg,1,0,0.42727142572402954,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0058544.jpg,1,0,0.4457429051399231,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0067804.jpg,1,0,0.44748884439468384,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0057845.jpg,1,0,0.45481136441230774,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0025081.jpg,1,0,0.4548833668231964,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0062864.jpg,1,0,0.45540642738342285,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0058125.jpg,1,0,0.45580798387527466,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0061066.jpg,1,0,0.4605654776096344,FN
/home/22010759/Minhk16/como/content/dataset/image/ISIC_0028056.jpg,1,0,0.4626646637916565,FN
